TradeName,ScientificName,Matched_Kaggle_Name,Match_Score,Chemical Class,Therapeutic Class,sideEffect,substitute,use,Scientific_clean,Matched_clean,fuzzy_token,Confidence
OGMANT 1200 MG Powder for injection,"AMOXICILLIN, CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin, clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,59.523809523809526,Medium
OGMANT 600 MG Powder for injection,"AMOXICILLIN, CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin, clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,59.523809523809526,Medium
AMOCLAN 1.2 GM VIAL,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
AMOXIPLUS 1.2GM Powder for injection,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
AUGMENTIN 1 G TAB,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
AUGMENTIN 1.2GM VIAL,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
AUGMENTIN 156 Mg-5 ML SUSPENSION,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
AUGMENTIN 228 MG-5ML SUSPENSION,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
AUGMENTIN 312 MG-5ML SUSPENSION,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
AUGMENTIN 457MG-5ML SUSPENSION,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
AUGMENTIN 600MG VIAL,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
AUGMENTIN 625 MG TAB,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
AUGMENTIN ES SUSPENSION,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
AUGMENTIN INFANT DROP,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
AUGMENTIN SR TABLET,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
AUGMENTIN TAB 375 MG,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
CLAVODAR 1GM F.C. TABLETS,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
CLAVODAR 457MG/5ML SUSPENSION,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
CLAVODAR 625GM FILM COATED TABLET,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
CO AMOX  1000MG F.C. TABLETS,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
CURAM 1.2GM POW. FOR SOLN. FOR INJECTION- INFUSION,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
CURAM 156.25MG-5ML POWDER FOR SUSP,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
CURAM 1GM TABLET,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
CURAM 312.5 MG-5ML POWDER FOR SUSP,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
CURAM 457MG-5ML POW. FOR ORAL SUSPENSION,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
CURAM 600MG POW. FOR SOLN. FOR INJECTION- INFUSION,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
CURAM 625 MG F.C TAB,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
Clavodar ES Suspension,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
GLOCLAV 1GM FILM COATED TABLETS,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
GLOCLAV 375MG TAB,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
GLOCLAV 625MG TABLET,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
JULMENTIN 1.2GM INJ.,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
JULMENTIN 156.25 MG POWDER FOR SUSP,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
JULMENTIN 2X. 1000MG TABLETS,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
JULMENTIN 2X. 457MG-5ML ORAL SUSPENSION,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
JULMENTIN 375 MG TAB,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
JULMENTIN 600MG INJ.,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
JULMENTIN 625 MG TAB,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
JULMENTIN ES SUSPENSION,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
JULMENTIN FORTE 312.5MG POWDER FOR SUSP,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
KLAVOX 1GM TAB,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
KLAVOX 228MG\5ML SUSPENSION,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
KLAVOX 312.5 MG-5ML SUSPENSION,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
KLAVOX 375MG F.C.TAB,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
KLAVOX 457MG\5ML SUSPENSION,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
KLAVOX 625MG F.C.TAB,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
KLAVOX SUSPENSION 156MG-5ML,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
MEGAMOX 156 MG SUSP,"AMOXICILLIN,CLAVULANIC ACID",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,6.079830169677734,,ANTI INFECTIVES,Vomiting ; Nausea ; Diarrhea,Penciclav 500 mg/125 mg Tablet ; Moxikind-CV 625 Tablet ; Moxiforce-CV 625 Tablet ; Fightox 625 Tablet ; Novamox CV 625mg Tablet,Treatment of Bacterial infections,"amoxicillin,clavulanic acid",davaindia amoxycillin+clavulanic acid 500mg/125mg tablet,60.24096385542168,Medium
